NOTATION,INSPECTION AREA,STREET_NO,STREET_NAME,DATA_STATUS,COMP_TYPE,STREET_DIRECTION,ADDRESS,SUB_TYPE,APPROVED,X_COORD,Y_COORD,PARCEL,NUMBER_KEY,COMMUNITY_CODE,COMMUNITY,ESRI_OID,
CONDEMNATION,0300,1061,RUSH ST,HAZARD  ,CBHCODE ,  ,1061 RUSH ST,VACANT  ,N,1391970,416826,009800050099      ,B201608514,17,FAIRVIEW-CLIFTON HEIGHTS,1389,
KEEP THE BUILDING VACANT,0470,1511,RUTH AV,ORDERS  ,CBHCODE ,  ,1511 RUTH AV,VACANT  ,N,1407351,421004,005400060049      ,B201907334,11,EVANSTON,1390,
CONDEMNATION,0470,1511,RUTH AV,HAZARD  ,CBHCODE ,  ,1511 RUTH AV,VACANT  ,N,1407351,421004,005400060049      ,B201205998,11,EVANSTON,1391,
KEEP THE BUILDING VACANT,0470,1541,RUTH AV,PETITION,CBHCODE ,  ,1541 RUTH AV,VACANT  ,N,1407728,420948,005400060058      ,B201907390,11,EVANSTON,1392,
KEEP THE BUILDING VACANT,1170,1218,RUTLEDGE AV,CIVIL1  ,CBHCODE ,  ,1218 RUTLEDGE AV,VACANT  ,N,1376290,412480,017900770084      ,B201703810,46,WEST PRICE HILL,1393,
CONDEMNATION,1170,1222,RUTLEDGE AV,FINLNOTC,CBHCODE ,  ,1222 RUTLEDGE AV,VACANT  ,N,1376272,412625,017900770092      ,B201502359,46,WEST PRICE HILL,1394,
KEEP THE BUILDING VACANT,0240,2000,RYAN AV,VSUSPEND,CBHCODE ,  ,2000 RYAN AV,VACANT  ,N,1400656,413507,009000030076      ,B201804275,24,MT AUBURN,1395,
KEEP THE BUILDING VACANT,0790,1317,RYLAND AV,CIVIL2  ,CBHCODE ,  ,1317 RYLAND AV,VACANT  ,N,1408731,435284,013100060008      ,B201405774,19,BOND HILL,1396,
CONDEMNATION,0790,1411,RYLAND AV,CIVIL2  ,CBHCODE ,  ,1411 RYLAND AV,VACANT  ,N,1409211,435257,011700060051      ,B201703706,19,BOND HILL,1397,
CONDEMNATION,0790,1427,RYLAND AV,CIVIL1  ,CBHCODE ,  ,1427 RYLAND AV,VACANT  ,N,1409496,435232,011700060054      ,B201802752,19,BOND HILL,1398,
CONDEMNATION,1060,3187,SAFFER ST,PREPROS ,CBHCODE ,  ,3187 SAFFER ST,VACANT  ,N,1381569,423419,020600100004      ,B201610858,8,WESTWOOD,1399,
CONDEMNATION,1070,2445,SAFFIN AV,CIVIL1  ,CBHCODE ,  ,2445 SAFFIN AV,VACANT  ,N,1382495,418146,020300250016      ,B201802558,44,S FAIRMOUNT,1400,
CONDEMNATION,0330,489,SANDHEGER PL,CIVIL2  ,CBHCODE ,  ,489 SANDHEGER PL,VACANT  ,N,1394313,419801,010100060002      ,B201503009,52,UNIVERSITY HEIGHTS,1401,
VACATE THE BUILDING,0330,495,SANDHEGER PL,ORDERS  ,CBHCODE ,  ,495 SANDHEGER PL,VACANT  ,N,1394264,419809,010100060001      ,B201906851,52,UNIVERSITY HEIGHTS,1402,
KEEP THE BUILDING VACANT,0330,495,SANDHEGER PL,ORDERS  ,CBHCODE ,  ,495 SANDHEGER PL,VACANT  ,N,1394264,419809,010100060001      ,B201906851,52,UNIVERSITY HEIGHTS,1402,
CONDEMNATION,0330,496,SANDHEGER PL,HAZARD  ,CBHCODE ,  ,496 SANDHEGER PL,VACANT  ,N,1394260,419956,010100060045      ,B201805796,52,UNIVERSITY HEIGHTS,1403,
CONDEMNATION,1090,2260,SCHOEDINGER AV,CIVIL1  ,CBHCODE ,  ,2260 SCHOEDINGER AV,VACANT  ,N,1383237,415734,020500200027      ,B201706790,44,EAST PRICE HILL,1404,
KEEP THE BUILDING VACANT,1090,2271,SCHOEDINGER AV,CIVIL1  ,CBHCODE ,  ,2271 SCHOEDINGER AV,VACANT  ,N,1383200,415882,020500200061      ,B201803919,44,EAST PRICE HILL,1405,
KEEP THE BUILDING VACANT,1170,4438,SCHULTE DR,CIVIL1  ,CBHCODE ,  ,4438 SCHULTE DR,VACANT  ,N,1373609,409399,017900790266      ,B201806736,46,WEST PRICE HILL,1406,
HISTORIC -DANGEROUS & UNSAFE,1230,651,SEDAM ST,ORDERS  ,CBHCODE ,  ,651 SEDAM ST,VACANT  ,N,1380951,403723,015300020141      ,B201907289,47,SEDAMSVILLE-RIVERSIDE,1407,
CONDEMNATION,1230,656,SEDAM ST,HAZARD  ,CBHCODE ,  ,656 SEDAM ST,VACANT  ,N,1381030,403789,015300020096      ,B200806597,47,SEDAMSVILLE-RIVERSIDE,1408,
HISTORIC -DANGEROUS & UNSAFE,1230,701,SEDAM ST,ORDERS  ,CBHCODE ,  ,701 SEDAM ST,VACANT  ,N,1380843,403865,015300020146      ,B201904098,47,SEDAMSVILLE-RIVERSIDE,1409,
HISTORIC -DANGEROUS & UNSAFE,1230,745,SEDAM ST,CIVIL2  ,CBHCODE ,  ,745 SEDAM ST,VACANT  ,N,1380456,404287,015300030091      ,B201804870,47,SEDAMSVILLE-RIVERSIDE,1410,
CONDEMNATION,0260,301,SEITZ ST,CIVIL2  ,CBHCODE ,  ,301 SEITZ ST,VACANT  ,N,1397710,412647,009400060016      ,B201808079,24,MT AUBURN,1411,
KEEP THE BUILDING VACANT,0260,303,SEITZ ST,ORDERS  ,CBHCODE ,  ,303 SEITZ ST,VACANT  ,N,1397743,412643,009400060015      ,B201907473,24,MT AUBURN,1412,
KEEP THE BUILDING VACANT,0260,313,SEITZ ST,CIVIL1  ,CBHCODE ,  ,313 SEITZ ST,VACANT  ,N,1397908,412631,009400060274      ,B201705752,24,MT AUBURN,1413,
CONDEMNATION,1090,2137,SELIM AV,CIVIL2  ,CBHCODE ,  ,2137 SELIM AV,VACANT  ,N,1386374,415041,017100100015      ,B201401870,44,EAST PRICE HILL,1414,
KEEP THE BUILDING VACANT,1090,2155,SELIM AV,CIVIL1  ,CBHCODE ,  ,2155 SELIM AV,VACANT  ,N,1386348,415267,017100100009      ,B201801894,44,EAST PRICE HILL,1415,
KEEP THE BUILDING VACANT,1090,2159,SELIM AV,CIVIL2  ,CBHCODE ,  ,2159 SELIM AV,VACANT  ,N,1386394,415275,017100100010      ,B201801895,44,EAST PRICE HILL,1416,
CONDEMNATION,1090,2165,SELIM AV,ORDERS  ,CBHCODE ,  ,2165 SELIM AV,VACANT  ,N,1386435,415377,017100100008      ,B201807127,44,EAST PRICE HILL,1417,
KEEP THE BUILDING VACANT,1090,2170,SELIM AV,FINLNOTC,CBHCODE ,  ,2170 SELIM AV,VACANT  ,N,1386574,415461,016900050004      ,B201704755,44,EAST PRICE HILL,1418,
KEEP THE BUILDING VACANT,1090,2177,SELIM AV,ORDERS  ,CBHCODE ,  ,2177 SELIM AV,VACANT  ,N,1386430,415534,017100100005      ,B201805895,44,EAST PRICE HILL,1419,
KEEP THE BUILDING VACANT,1090,2179,SELIM AV,CIVIL2  ,CBHCODE ,  ,2179 SELIM AV,VACANT  ,N,1386464,415592,017100100003      ,B201504718,44,EAST PRICE HILL,1420,
KEEP THE BUILDING VACANT,1090,2180,SELIM AV,CIVIL1  ,CBHCODE ,  ,2180 SELIM AV,VACANT  ,N,1386581,415586,016900050002      ,B201801900,44,EAST PRICE HILL,1421,
CONDEMNATION,0370,2914,SEMINOLE ST,CIVIL2  ,CBHCODE ,  ,2914 SEMINOLE ST,VACANT  ,N,1398884,419128,010400040289      ,B201706781,30,CORRYVILLE,1422,
CONDEMNATION,0370,2914,SEMINOLE ST,ORDERS  ,CBHCODE ,  ,2914 SEMINOLE ST,VACANT  ,N,1398884,419128,010400040289      ,B201904041,30,CORRYVILLE,1423,
CONDEMNATION,0370,2916,SEMINOLE ST,VSUSPEND,CBHCODE ,  ,2916 SEMINOLE ST,VACANT  ,N,1398884,419173,010400040046      ,B201807407,30,CORRYVILLE,1424,
CONDEMNATION,0370,2918,SEMINOLE ST,VSUSPEND,CBHCODE ,  ,2918 SEMINOLE ST,VACANT  ,N,1398898,419203,010400040257      ,B201807552,30,CORRYVILLE,1425,
KEEP THE BUILDING VACANT,1120,1024,SETON AV,ORDERS  ,CBHCODE ,  ,1024 SETON AV,VACANT  ,N,1379433,411475,017400060019      ,B201805783,9,EAST PRICE HILL,1426,
KEEP THE BUILDING VACANT,1120,1105,SETON AV,ORDERS  ,CBHCODE ,  ,1105 SETON AV,VACANT  ,N,1379330,411821,017400060037      ,B201704741,46,EAST PRICE HILL,1427,
KEEP THE BUILDING VACANT,1120,1109,SETON AV,PREPROS ,CBHCODE ,  ,1109 SETON AV,VACANT  ,N,1379336,411895,017400060109      ,B201403307,46,EAST PRICE HILL,1428,
KEEP THE BUILDING VACANT,1120,1114,SETON AV,PREPROS ,CBHCODE ,  ,1114 SETON AV,VACANT  ,N,1379474,411846,017400060011      ,B201304722,9,EAST PRICE HILL,1429,
KEEP THE BUILDING VACANT,1120,1122,SETON AV,CIVIL1  ,CBHCODE ,  ,1122 SETON AV,VACANT  ,N,1379476,411957,017400060008      ,B201604019,9,EAST PRICE HILL,1430,
KEEP THE BUILDING VACANT,1120,1131,SETON AV,CRIMINAL,CBHCODE ,  ,1131 SETON AV,VACANT  ,N,1379358,412142,017400060044      ,B201306035,46,EAST PRICE HILL,1431,
VACATE THE BUILDING,1190,2839,SHAFFER AV,CRIMINAL,CBHCODE ,  ,2839 SHAFFER AV,VACANT  ,N,1375302,423866,020800550104      ,B201206073,45,WESTWOOD,1432,
KEEP THE BUILDING VACANT,1190,2839,SHAFFER AV,PREPROS ,CBHCODE ,  ,2839 SHAFFER AV,VACANT  ,N,1375302,423866,020800550104      ,B201505422,45,WESTWOOD,1433,
KEEP THE BUILDING VACANT,0310,2878,SIDNEY AV,VSUSPEND,CBHCODE ,  ,2878 SIDNEY AV,VACANT  ,N,1391435,419847,018900200114      ,B201903347,1,CAMP WASHINGTON,1434,
CONDEMNATION,0310,2930,SIDNEY AV,PETITION,CBHCODE ,  ,2930 SIDNEY AV,VACANT  ,N,1391377,420190,018900200210      ,B201702794,1,CAMP WASHINGTON,1435,
KEEP THE BUILDING VACANT,0310,3064,SIDNEY AV,ORDERS  ,CBHCODE ,  ,3064 SIDNEY AV,VACANT  ,N,1391019,421715,018900230064      ,B201905564,1,CAMP WASHINGTON,1436,
KEEP THE BUILDING VACANT,0680,4428,SIMPSON AV,ORDERS  ,CBHCODE ,  ,4428 SIMPSON AV,VACANT  ,N,1432649,425859,003700010497      ,B201905688,50,MADISONVILLE,1437,
KEEP THE BUILDING VACANT,0680,4726,SIMPSON AV,CIVIL2  ,CBHCODE ,  ,4726 SIMPSON AV,VACANT  ,N,1432773,427034,003600040194      ,B201704393,50,MADISONVILLE,1438,
KEEP THE BUILDING VACANT,0670,4826,SIMPSON AV,FINLNOTC,CBHCODE ,  ,4826 SIMPSON AV,VACANT  ,N,1432811,427685,003600030081      ,B201905799,50,MADISONVILLE,1439,
CONDEMNATION,1140,1255,SLIKER AV,FINLNOTC,CBHCODE ,  ,1255 SLIKER AV,VACANT  ,N,1377387,413424,017900750357      ,B201900042,46,WEST PRICE HILL,1440,
VACATE THE BUILDING,1140,1264,SLIKER AV,PREPROS ,CBHCODE ,  ,1264 SLIKER AV,VACANT  ,N,1377541,413599,017900750139      ,B201407796,46,WEST PRICE HILL,1441,
CONDEMNATION,1140,1264,SLIKER AV,CRIMPREP,CBHCODE ,  ,1264 SLIKER AV,VACANT  ,N,1377541,413599,017900750139      ,B201205873,46,WEST PRICE HILL,1442,
KEEP THE BUILDING VACANT,1080,2212,SOUTH ST,FINLNOTC,CBHCODEC,  ,2212 SOUTH ST,VACANT  ,N,1386126,409727,014900140019      ,BC20180310,48,LOWER PRICE HILL,1443,
KEEP THE BUILDING VACANT,0480,3333,SPOKANE AV,CIVIL2  ,CBHCODE ,  ,3333 SPOKANE AV,VACANT  ,N,1409500,420775,005400040032      ,B201506753,11,EVANSTON,1444,
CONDEMNATION,0310,2503,SPRING GROVE AV,ORDERS  ,CBHCODEC,  ,2503 SPRING GROVE AV,VACANT  ,N,1390673,417378,018700100018      ,BC20160383,1,CAMP WASHINGTON,1445,
KEEP THE BUILDING VACANT ,0310,2525,SPRING GROVE AV,ORDERS  ,CBHCODEC,  ,2525 SPRING GROVE AV,VACANT  ,N,1390830,417369,018700100018      ,BC20160384,1,CAMP WASHINGTON,1446,
CONDEMNATION,0310,3401,SPRING GROVE AV,HAZARD  ,CBHCODE ,  ,3401 SPRING GROVE AV,VACANT  ,N,1389472,423516,019000290067      ,B200902234,1,CAMP WASHINGTON,1447,
CONDEMNATION,0890,4840,SPRING GROVE AV,CIVIL1  ,CBHCODEC,  ,4840 SPRING GROVE AV,VACANT  ,N,1398224,431672,022300030004      ,BC20190205,40,SPRING GROVE VILLAGE,1448,
KEEP THE BUILDING VACANT,0210,2142,ST JAMES AV,VSUSPEND,CBHCODE ,  ,2142 ST JAMES AV,VACANT  ,N,1403858,414025,006900030154      ,B201705593,29,WALNUT HILLS,1449,
CONDEMNATION,0210,2213,ST JAMES AV,ORDERS  ,CBHCODE ,  ,2213 ST JAMES AV,VACANT  ,N,1403907,414502,006900020094      ,B201806014,29,WALNUT HILLS,1450,
CONDEMNATION,0210,2225,ST JAMES AV,HAZARD  ,CBHCODE ,  ,2225 ST JAMES AV,VACANT  ,N,1403916,414619,006900020093      ,B201503636,29,WALNUT HILLS,1451,
CONDEMNATION,0210,2328,ST JAMES AV,HAZARD  ,CBHCODE ,  ,2328 ST JAMES AV,VACANT  ,N,1404152,415359,006700010053      ,B200905022,29,WALNUT HILLS,1452,
KEEP THE BUILDING VACANT,1120,3731,ST LAWRENCE AV,ORDERS  ,CBHCODE ,  ,3731 ST LAWRENCE AV,VACANT  ,N,1380097,411197,017600220025      ,B201506721,9,EAST PRICE HILL,1453,
CONDEMNATION,0470,1514,ST LEGER PL,ORDERS  ,CBHCODE ,  ,1514 ST LEGER PL,VACANT  ,N,1407299,420823,005400060099      ,B201807020,11,EVANSTON,1454,
CONDEMNATION,0470,1530,ST LEGER PL,HAZARD  ,CBHCODE ,  ,1530 ST LEGER PL,VACANT  ,N,1407497,420803,005400060075      ,B201807384,11,EVANSTON,1455,
VACATE THE BUILDING,1040,2114,ST LEO PL,ORDERS  ,CBHCODE ,  ,2114 ST LEO PL,VACANT  ,N,1381960,420304,020600130129      ,B201807855,44,N FAIRMONT-ENGLISH WOODS,1456,
KEEP THE BUILDING VACANT,1040,2114,ST LEO PL,ORDERS  ,CBHCODE ,  ,2114 ST LEO PL,VACANT  ,N,1381960,420304,020600130129      ,B201807855,44,N FAIRMONT-ENGLISH WOODS,1456,
KEEP THE BUILDING VACANT,1040,2563,ST LEO PL,ORDERS  ,CBHCODE ,  ,2563 ST LEO PL,VACANT  ,N,1384798,419567,020600050074      ,B201904898,3,N FAIRMONT-ENGLISH WOODS,1457,
KEEP THE BUILDING VACANT,1080,2131,ST MICHAEL ST,FINLNOTC,CBHCODE ,  ,2131 ST MICHAEL ST,VACANT  ,N,1386050,408057,014900110347      ,B201601711,48,LOWER PRICE HILL,1458,
KEEP THE BUILDING VACANT,1080,2154,STAEBLER ST,FINLNOTC,CBHCODE ,  ,2154 STAEBLER ST,VACANT  ,N,1386017,408668,014900110198      ,B201904319,48,LOWER PRICE HILL,1459,
KEEP THE BUILDING VACANT,0710,3819,STANDISH AV,ORDERS  ,CBHCODE ,  ,3819 STANDISH AV,VACANT  ,N,1427968,437126,013000040034      ,B201905894,13,KENNEDY HEIGHTS,1460,
CONDEMNATION,0580,473,STANLEY AV,ORDERS  ,CBHCODE ,  ,473 STANLEY AV,VACANT  ,N,1420041,412647,002800060108      ,B201906189,37,MT LOOKOUT-COLMB TUSCULM,1461,
KEEP THE BUILDING VACANT,0430,2525,STANTON AV,ORDERS  ,CBHCODE ,  ,2525 STANTON AV,VACANT  ,N,1403226,416718,007000020077      ,B201907408,29,WALNUT HILLS,1462,
KEEP THE BUILDING VACANT,0430,2525,STANTON AV,CIVIL1  ,CBHCODE ,  ,2525 STANTON AV,VACANT  ,N,1403226,416718,007000020077      ,B201406393,29,WALNUT HILLS,1463,
CONDEMNATION,0430,2830,STANTON AV,ORDERS  ,CBHCODE ,  ,2830 STANTON AV,VACANT  ,N,1403546,418190,006500020012      ,B201907322,29,WALNUT HILLS,1464,
KEEP THE BUILDING VACANT,1080,658,STATE AV,ORDERS  ,CBHCODE ,  ,658 STATE AV,VACANT  ,N,1385700,408204,014900110380      ,B201903936,48,LOWER PRICE HILL,1465,
HISTORIC -DANGEROUS & UNSAFE,1080,700,STATE AV,ORDERS  ,CBHCODE ,  ,700 STATE AV,VACANT  ,N,1385796,408478,014900110103      ,B201808206,48,LOWER PRICE HILL,1466,
HISTORIC -DANGEROUS & UNSAFE,1080,702,STATE AV,ORDERS  ,CBHCODE ,  ,702 STATE AV,VACANT  ,N,1385800,408501,014900110367      ,B201804847,48,LOWER PRICE HILL,1467,
HISTORIC -DANGEROUS & UNSAFE,1080,703,STATE AV,CIVIL2  ,CBHCODEC,  ,703 STATE AV,VACANT  ,N,1385673,408524,014900110036      ,BC20180479,48,LOWER PRICE HILL,1468,
HISTORIC -DANGEROUS & UNSAFE,1080,703,STATE AV,FINLNOTC,CBHCODE ,  ,703 STATE AV,VACANT  ,N,1385673,408524,014900110036      ,B201905714,48,LOWER PRICE HILL,1469,
HISTORIC -DANGEROUS & UNSAFE,1080,705,STATE AV,FINLNOTC,CBHCODE ,  ,705 STATE AV,VACANT  ,N,1385685,408546,014900110037      ,B201905715,48,LOWER PRICE HILL,1470,
HISTORIC -DANGEROUS & UNSAFE,1080,705,STATE AV,CIVIL2  ,CBHCODEC,  ,705 STATE AV,VACANT  ,N,1385685,408546,014900110037      ,BC20180480,48,LOWER PRICE HILL,1471,
KEEP THE BUILDING VACANT,1080,708,STATE AV,VSUSPEND,CBHCODEC,  ,708 STATE AV,VACANT  ,N,1385811,408561,014900110105      ,BC20160388,48,LOWER PRICE HILL,1472,
CONDEMNATION,1080,709,STATE AV,CIVIL1  ,CBHCODE ,  ,709 STATE AV,VACANT  ,N,1385699,408597,014900110038      ,B201503179,48,LOWER PRICE HILL,1473,
CONDEMNATION,1080,735,STATE AV,HAZARD  ,CBHCODE ,  ,735 STATE AV,VACANT  ,N,1385790,408904,014900110065      ,B201703661,48,LOWER PRICE HILL,1474,
KEEP THE BUILDING VACANT,1080,925,STATE AV,CIVIL2  ,CBHCODE ,  ,925 STATE AV,VACANT  ,N,1386052,409956,014900130083      ,B201804130,48,LOWER PRICE HILL,1475,
CONDEMNATION,1080,1033,STATE AV,PETITION,CBHCODE ,  ,1033 STATE AV,VACANT  ,N,1386152,410524,014900150113      ,B201805310,48,LOWER PRICE HILL,1476,
KEEP THE BUILDING VACANT,1080,1037,STATE AV,FINLNOTC,CBHCODEC,  ,1037 STATE AV,VACANT  ,N,1386116,410567,014900150060      ,BC20190313,48,LOWER PRICE HILL,1477,
KEEP THE BUILDING VACANT,1080,1614,STATE AV,CRIMINAL,CBHCODE ,  ,1614 STATE AV,VACANT  ,N,1387218,412868,016800030098      ,B200801068,48,LOWER PRICE HILL,1478,
KEEP THE BUILDING VACANT,1090,1935,STATE AV,PREPROS ,CBHCODE ,  ,1935 STATE AV,VACANT  ,N,1388188,414374,016800020063      ,B201403544,44,EAST PRICE HILL,1479,
CONDEMNATION,1080,1958,STATE AV,VSUSPEND,CBHCODEC,  ,1958 STATE AV,VACANT  ,N,1388456,414572,016900040034      ,BC20190619,44,LOWER PRICE HILL,1480,
KEEP THE BUILDING VACANT,1090,1983,STATE AV,ORDERS  ,CBHCODE ,  ,1983 STATE AV,VACANT  ,N,1388582,415101,016900040204      ,B201803921,44,EAST PRICE HILL,1481,
HISTORIC -DANGEROUS & UNSAFE,1230,622,STEINER AV,ORDERS  ,CBHCODE ,  ,622 STEINER AV,VACANT  ,N,1381742,403415,015200420030      ,B201805698,47,SEDAMSVILLE-RIVERSIDE,1482,
CONDEMNATION,1230,637,STEINER AV,HAZARD  ,CBHCODE ,  ,637 STEINER AV,VACANT  ,N,1381540,403486,015200420061      ,B200805062,47,SEDAMSVILLE-RIVERSIDE,1483,
KEEP THE BUILDING VACANT,1230,642,STEINER AV,CIVIL1  ,CBHCODE ,  ,642 STEINER AV,VACANT  ,N,1381597,403644,015200420048      ,B201807159,47,SEDAMSVILLE-RIVERSIDE,1484,
HISTORIC -DANGEROUS & UNSAFE,1230,649,STEINER AV,PETITION,CBHCODE ,  ,649 STEINER AV,VACANT  ,N,1381440,403647,015300020057      ,B201600038,47,SEDAMSVILLE-RIVERSIDE,1485,
HISTORIC -DANGEROUS & UNSAFE,1230,650,STEINER AV,CRIMINAL,CBHCODE ,  ,650 STEINER AV,VACANT  ,N,1381557,403722,015200420054      ,B201405186,47,SEDAMSVILLE-RIVERSIDE,1486,
KEEP THE BUILDING VACANT,1230,650,STEINER AV,CRIMINAL,CBHCODE ,  ,650 STEINER AV,VACANT  ,N,1381557,403722,015200420054      ,B201405186,47,SEDAMSVILLE-RIVERSIDE,1486,
HISTORIC -DANGEROUS & UNSAFE,1230,654,STEINER AV,FINLNOTC,CBHCODE ,  ,654 STEINER AV,VACANT  ,N,1381511,403765,015300020013      ,B201904910,47,SEDAMSVILLE-RIVERSIDE,1487,
HISTORIC -DANGEROUS & UNSAFE,1230,660,STEINER AV,CIVIL2  ,CBHCODE ,  ,660 STEINER AV,VACANT  ,N,1381481,403814,015300020011      ,B201804460,47,SEDAMSVILLE-RIVERSIDE,1488,
HISTORIC -DANGEROUS & UNSAFE,1230,665,STEINER AV,CRIMPREP,CBHCODE ,  ,665 STEINER AV,VACANT  ,N,1381347,403847,015300020051      ,B201509952,47,SEDAMSVILLE-RIVERSIDE,1489,
CONDEMNATION,1230,672,STEINER AV,ORDERS  ,CBHCODE ,  ,672 STEINER AV,VACANT  ,N,1381402,403978,015300020005      ,B201705726,47,SEDAMSVILLE-RIVERSIDE,1490,
HISTORIC -DANGEROUS & UNSAFE,1230,675,STEINER AV,CIVIL2  ,CBHCODE ,  ,675 STEINER AV,VACANT  ,N,1381240,403931,015300020041      ,B201805293,47,SEDAMSVILLE-RIVERSIDE,1491,
KEEP THE BUILDING VACANT,0820,544,STEWART PL,PREPROS ,CBHCODE ,  ,544 STEWART PL,VACANT  ,N,1402440,421269,010600030059      ,B201303369,31,AVONDALE,1492,
CONDEMNATION,1240,249,STILLE DR,ORDERS  ,CBHCODEC,  ,249 STILLE DR,VACANT  ,N,1359786,405166,016100050048      ,BC20170097,49,RIVERSIDE-SAYER PARK,1493,
KEEP THE BUILDING VACANT,1310,7750,STILLWELL RD,ORDERS  ,CBHCODE ,  ,7750 STILLWELL RD,VACANT  ,N,1414103,444296,011700140018      ,B201907327,22,ROSELAWN,1494,
KEEP THE BUILDING VACANT,1080,2117,STORRS ST,PETITION,CBHCODE ,  ,2117 STORRS ST,VACANT  ,N,1386340,408344,014900110305      ,B201603795,48,LOWER PRICE HILL,1495,
HISTORIC -DANGEROUS & UNSAFE,1080,2125,STORRS ST,ORDERS  ,CBHCODE ,  ,2125 STORRS ST,VACANT  ,N,1386261,408352,014900110302      ,B201907358,48,LOWER PRICE HILL,1496,
HISTORIC -DANGEROUS & UNSAFE,1080,2135,STORRS ST,VSUSPEND,CBHCODE ,  ,2135 STORRS ST,VACANT  ,N,1386130,408353,014900110297      ,B201802047,48,LOWER PRICE HILL,1497,
KEEP THE BUILDING VACANT,1080,2136,STORRS ST,VSUSPEND,CBHCODE ,  ,2136 STORRS ST,VACANT  ,N,1386197,408463,014900110214      ,B201807594,48,LOWER PRICE HILL,1498,
HISTORIC -DANGEROUS & UNSAFE,1080,2137,STORRS ST,CRIMPREP,CBHCODE ,  ,2137 STORRS ST,VACANT  ,N,1386103,408339,014900110296      ,B201903327,48,LOWER PRICE HILL,1499,
CONDEMNATION,1080,2148,STORRS ST,HAZARD  ,CBHCODEC,  ,2148 STORRS ST,VACANT  ,N,1386076,408461,014900110209      ,BC20190066,48,LOWER PRICE HILL,1500,
CONDEMNATION,1080,2150,STORRS ST,CIVIL2  ,CBHCODE ,  ,2150 STORRS ST,VACANT  ,N,1386045,408474,014900110208      ,B201508538,48,LOWER PRICE HILL,1501,
VACATE THE BUILDING,0330,614,STRAIGHT ST,VSUSPEND,CBHCODE ,  ,614 STRAIGHT ST,VACANT  ,N,1393640,418087,009800040090      ,B201904811,52,UNIVERSITY HEIGHTS,1502,
KEEP THE BUILDING VACANT,1500,614,STRAIGHT ST,CRIMINAL,CBHCODE ,  ,614 STRAIGHT ST,VACANT  ,N,1393640,418087,009800040090      ,B201807972,52,UNIVERSITY HEIGHTS,1503,
CONDEMNATION,0330,750,STRAIGHT ST,HAZARD  ,CBHCODE ,  ,750 STRAIGHT ST,VACANT  ,N,1392959,418178,009800020048      ,B201702101,17,UNIVERSITY HEIGHTS,1504,
CONDEMNATION,0290,2300,STRATFORD AV,FINLNOTC,CBHCODE ,  ,2300 STRATFORD AV,VACANT  ,N,1394652,416197,010000010183      ,B201806805,17,FAIRVIEW-CLIFTON HEIGHTS,1505,
CONDEMNATION,0310,1231,STRENG ST,PREPROS ,CBHCODE ,  ,1231 STRENG ST,VACANT  ,N,1390518,426119,019100340005      ,B201608493,1,CAMP WASHINGTON,1506,
KEEP THE BUILDING VACANT,1110,1018,STURM ST,CIVIL2  ,CBHCODE ,  ,1018 STURM ST,VACANT  ,N,1380746,411462,017400080225      ,B201507650,9,EAST PRICE HILL,1507,
CONDEMNATION,1080,1001,SUMMER ST,CIVIL1  ,CBHCODEC,  ,1001 SUMMER ST,VACANT  ,N,1386806,410173,014800110042      ,BC20160629,48,LOWER PRICE HILL,1508,
CONDEMNATION,1130,772,SUMMIT AV,CIVIL2  ,CBHCODE ,  ,772 SUMMIT AV,VACANT  ,N,1384320,409115,017800270010      ,B201600063,9,EAST PRICE HILL,1509,
KEEP THE BUILDING VACANT,1100,922,SUMMIT AV,ORDERS  ,CBHCODE ,  ,922 SUMMIT AV,VACANT  ,N,1384404,410051,017500150087      ,B201905963,9,EAST PRICE HILL,1510,
CONDEMNATION,0760,1595,SUMMIT RD,ORDERS  ,CBHCODE ,  ,1595 SUMMIT RD,VACANT  ,N,1412851,443784,011700140037      ,B201903754,22,ROSELAWN,1511,
CONDEMNATION,0760,1597,SUMMIT RD,ORDERS  ,CBHCODE ,  ,1597 SUMMIT RD,VACANT  ,N,1412904,443786,011700140038      ,B201903755,22,ROSELAWN,1512,
KEEP THE BUILDING VACANT,1310,1607,SUMMIT RD,ORDERS  ,CBHCODE ,  ,1607 SUMMIT RD,VACANT  ,N,1413263,443807,011700140062      ,B201904877,22,ROSELAWN,1513,
CONDEMNATION,1310,1636,SUMMIT RD,ORDERS  ,CBHCODEC,  ,1636 SUMMIT RD,VACANT  ,N,1413615,444039,011700140140      ,BC20180575,22,ROSELAWN,1514,
KEEP THE BUILDING VACANT,1140,1044,SUNSET AV,ORDERS  ,CBHCODE ,  ,1044 SUNSET AV,VACANT  ,N,1376924,411731,017900750215      ,B201609988,46,WEST PRICE HILL,1515,
CONDEMNATION,0260,2272,VINE ST,HAZARD  ,CBHCODE ,  ,2272 VINE ST,VACANT  ,N,1397073,415470,009300020018      ,B201201346,24,MT AUBURN,1516,
KEEP THE BUILDING VACANT,0270,2287,VINE ST,FINLNOTC,CBHCODE ,  ,2287 VINE ST,VACANT  ,N,1396943,415530,009500040094      ,B201703714,17,FAIRVIEW-CLIFTON HEIGHTS,1517,
KEEP THE BUILDING VACANT,0260,2306,VINE ST,CRIMINAL,CBHCODE ,  ,2306 VINE ST,VACANT  ,N,1397120,415662,009300020011      ,B201802163,24,MT AUBURN,1518,
